title,artist,average characters,uniqueness,num long words,im,like,na,got,oh,know,dont,love,get,go,baby,let,girl,make,wan,yeah,want,youre,cause,see,one,cant,gon,say,aint,time,never,right,take,way
the other side,jason derulo,4.78770949721,0.396648044693,0.0,0.0,0.0,0.0446927374302,0.0,0.00558659217877,0.0,0.0279329608939,0.0,0.00558659217877,0.0167597765363,0.0,0.0,0.0111731843575,0.0,0.0,0.0,0.00558659217877,0.0,0.00558659217877,0.0,0.0167597765363,0.0,0.0,0.0,0.0167597765363,0.0167597765363,0.0,0.00558659217877,0.0,0.072625698324,0.0
berzerk,eminem,4.65740740741,0.548611111111,0.0,0.0,0.00925925925926,0.0138888888889,0.0115740740741,0.00694444444444,0.00462962962963,0.0115740740741,0.0115740740741,0.00462962962963,0.0208333333333,0.0555555555556,0.00925925925926,0.0300925925926,0.00925925925926,0.00462962962963,0.00231481481481,0.0,0.0,0.00462962962963,0.0115740740741,0.0,0.0,0.0,0.00925925925926,0.0115740740741,0.00925925925926,0.0,0.0,0.0,0.00231481481481,0.00462962962963
catch my breath,kelly clarkson,5.23404255319,0.425531914894,0.0,0.0,0.0,0.0,0.00531914893617,0.0212765957447,0.0,0.0265957446809,0.00531914893617,0.00531914893617,0.0212765957447,0.0265957446809,0.0,0.0212765957447,0.0,0.0,0.00531914893617,0.0,0.0,0.0,0.0,0.00531914893617,0.0265957446809,0.0,0.0,0.0,0.0212765957447,0.031914893617,0.0,0.0106382978723,0.0,0.0
crash my party,luke bryan,4.6875,0.517045454545,0.0,0.0,0.0113636363636,0.0,0.0113636363636,0.0113636363636,0.0113636363636,0.0,0.0340909090909,0.0,0.0,0.00568181818182,0.0511363636364,0.0,0.0,0.00568181818182,0.0113636363636,0.00568181818182,0.0,0.0113636363636,0.0,0.0170454545455,0.0,0.00568181818182,0.0,0.0,0.00568181818182,0.0,0.0,0.0,0.0,0.0113636363636
pour it up,rihanna,4.58291457286,0.356783919598,0.0,0.0,0.00502512562814,0.0,0.0,0.0804020100503,0.0,0.00502512562814,0.0,0.00502512562814,0.00502512562814,0.0100502512563,0.0,0.0,0.00502512562814,0.0100502512563,0.0,0.0,0.00502512562814,0.0,0.00502512562814,0.0201005025126,0.0,0.0,0.0,0.0,0.00502512562814,0.0,0.00502512562814,0.0,0.0,0.0
22,taylor swift,4.33905579399,0.31330472103,0.0,0.0,0.0128755364807,0.068669527897,0.0,0.0171673819742,0.00858369098712,0.0300429184549,0.0300429184549,0.00429184549356,0.0,0.0,0.0,0.0,0.0,0.00429184549356,0.0,0.0257510729614,0.0128755364807,0.0,0.0,0.0,0.0343347639485,0.0,0.0,0.0,0.0,0.0128755364807,0.0,0.0,0.0,0.00429184549356
i want crazy,hunter hayes,4.625,0.427419354839,0.0,0.0,0.0120967741935,0.00403225806452,0.0161290322581,0.0161290322581,0.0,0.0322580645161,0.0524193548387,0.0282258064516,0.0,0.0,0.0161290322581,0.0201612903226,0.00403225806452,0.0161290322581,0.0120967741935,0.00806451612903,0.0645161290323,0.0120967741935,0.00403225806452,0.00403225806452,0.0161290322581,0.0282258064516,0.00403225806452,0.00403225806452,0.0241935483871,0.0,0.0,0.0161290322581,0.0,0.00403225806452
the fox what does the fox say,ylvis,7.84507042254,0.69014084507,0.0,0.0,0.0,0.00704225352113,0.0,0.0,0.0,0.0352112676056,0.0,0.0,0.0,0.0633802816901,0.0,0.0,0.0,0.0,0.0,0.0,0.0211267605634,0.0140845070423,0.0,0.0,0.0140845070423,0.0,0.0,0.00704225352113,0.0,0.0,0.0,0.0,0.0,0.0
best song ever,one direction,4.52777777778,0.291666666667,0.0,0.0,0.0,0.0138888888889,0.0,0.00462962962963,0.0555555555556,0.0694444444444,0.0,0.0,0.0,0.037037037037,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0,0.0185185185185,0.0,0.0,0.0185185185185,0.0,0.0,0.0,0.0,0.00925925925926,0.0,0.00462962962963,0.00462962962963
the a team,ed sheeran,5.02392344498,0.473684210526,0.0,0.0,0.0,0.0143540669856,0.0,0.0,0.0,0.0,0.0143540669856,0.0143540669856,0.0,0.0287081339713,0.0,0.0,0.00478468899522,0.0,0.0,0.0,0.0143540669856,0.0,0.00956937799043,0.0,0.0,0.0,0.0,0.0143540669856,0.0,0.00478468899522,0.0,0.0,0.0,0.0143540669856
carry on,fun,4.56084656085,0.534391534392,0.0,0.0,0.0,0.037037037037,0.037037037037,0.0,0.0,0.015873015873,0.00529100529101,0.0,0.0,0.0,0.0,0.0,0.0,0.00529100529101,0.0,0.0,0.00529100529101,0.031746031746,0.0,0.0,0.047619047619,0.0,0.037037037037,0.0,0.0,0.00529100529101,0.015873015873,0.0,0.0,0.00529100529101
highway dont care,tim mcgraw featuring taylor swift and keith urban,4.78625954198,0.263358778626,0.0,0.0,0.0,0.0,0.0,0.00763358778626,0.0152671755725,0.00763358778626,0.0763358778626,0.0,0.00763358778626,0.0,0.0572519083969,0.00381679389313,0.0,0.0,0.0,0.00381679389313,0.0,0.0458015267176,0.0,0.0,0.0,0.0992366412214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00381679389313
thats my kind of night,luke bryan,4.31140350877,0.421052631579,0.0,0.0,0.0,0.0438596491228,0.030701754386,0.00877192982456,0.0614035087719,0.00877192982456,0.0,0.0175438596491,0.00877192982456,0.0,0.0,0.0,0.00877192982456,0.00438596491228,0.0131578947368,0.0394736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0175438596491,0.0,0.0,0.00438596491228,0.0,0.0131578947368,0.0263157894737,0.0175438596491
swimming pools drank,kendrick lamar,4.8313253012,0.394578313253,0.0,0.0,0.0120481927711,0.00301204819277,0.0150602409639,0.00903614457831,0.0,0.00301204819277,0.0,0.00301204819277,0.0120481927711,0.0,0.0,0.0,0.00903614457831,0.00301204819277,0.0150602409639,0.0,0.0,0.00301204819277,0.0,0.00903614457831,0.0150602409639,0.0,0.0,0.0,0.0,0.0,0.0,0.00301204819277,0.00301204819277,0.00301204819277
sure be cool if you did,blake shelton,4.88709677419,0.430107526882,0.0,0.0,0.0,0.0376344086022,0.0322580645161,0.00537634408602,0.0,0.0,0.0483870967742,0.0,0.0,0.00537634408602,0.010752688172,0.00537634408602,0.0,0.0,0.0268817204301,0.00537634408602,0.0,0.010752688172,0.00537634408602,0.0,0.0,0.00537634408602,0.00537634408602,0.0,0.0,0.0,0.00537634408602,0.0,0.00537634408602,0.0
beautiful,mariah carey featuring miguel,5.07142857143,0.457142857143,0.0,0.0,0.0,0.0214285714286,0.0,0.0,0.05,0.0214285714286,0.0357142857143,0.0,0.0,0.0,0.00714285714286,0.0142857142857,0.0,0.00714285714286,0.0,0.0571428571429,0.0,0.0642857142857,0.00714285714286,0.0,0.0,0.0357142857143,0.0,0.0,0.00714285714286,0.0,0.0,0.0,0.00714285714286,0.0
troublemaker,olly murs featuring flo rida,4.91532258065,0.431451612903,0.0,0.0,0.0282258064516,0.0120967741935,0.0120967741935,0.00403225806452,0.0403225806452,0.0241935483871,0.00403225806452,0.00403225806452,0.0,0.0,0.0,0.0,0.00806451612903,0.00403225806452,0.00806451612903,0.0120967741935,0.0,0.0524193548387,0.00806451612903,0.00403225806452,0.00403225806452,0.00403225806452,0.00403225806452,0.0201612903226,0.00403225806452,0.00403225806452,0.0,0.0,0.0,0.00403225806452
body party,ciara,4.48299319728,0.469387755102,0.0,0.0,0.0340136054422,0.0,0.0204081632653,0.0136054421769,0.00680272108844,0.0340136054422,0.0136054421769,0.0272108843537,0.0204081632653,0.00680272108844,0.0204081632653,0.0204081632653,0.0,0.0,0.00680272108844,0.00680272108844,0.0544217687075,0.00680272108844,0.0136054421769,0.0,0.0,0.0340136054422,0.0136054421769,0.0,0.0,0.0204081632653,0.0,0.0136054421769,0.00680272108844,0.0
hall of fame,the script featuring william,5.58373205742,0.392344497608,0.0,0.0,0.0,0.0,0.0382775119617,0.0,0.0,0.0334928229665,0.00956937799043,0.0,0.00478468899522,0.0143540669856,0.0,0.0,0.0,0.0,0.0,0.0191387559809,0.0,0.0,0.0191387559809,0.0,0.0,0.0,0.0382775119617,0.0,0.0,0.0,0.0143540669856,0.0,0.0,0.0
uoeno,rocko featuring future and rick ross,4.70780856423,0.400503778338,0.0,0.0,0.0125944584383,0.00503778337531,0.0,0.0403022670025,0.0,0.0554156171285,0.0302267002519,0.0,0.00251889168766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00503778337531,0.00503778337531,0.0,0.0302267002519,0.0,0.0,0.0125944584383,0.0,0.0
next to me,emeli sande,4.51879699248,0.496240601504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00751879699248,0.0,0.00751879699248,0.0,0.00751879699248,0.0,0.0,0.0,0.00751879699248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00751879699248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mamas broken heart,miranda lambert,4.91329479769,0.64161849711,0.0,0.0,0.0,0.0231213872832,0.00578034682081,0.028901734104,0.0,0.0115606936416,0.0115606936416,0.0,0.0115606936416,0.0,0.0,0.00578034682081,0.0115606936416,0.0231213872832,0.0,0.0,0.0,0.0,0.0173410404624,0.00578034682081,0.0,0.0,0.00578034682081,0.0,0.0231213872832,0.0,0.00578034682081,0.0,0.0,0.0
it goes like this,thomas rhett,4.34782608696,0.372670807453,0.0,0.0,0.0248447204969,0.0745341614907,0.0310559006211,0.0,0.0,0.00621118012422,0.00621118012422,0.0,0.0310559006211,0.0683229813665,0.0248447204969,0.0,0.0372670807453,0.0310559006211,0.0310559006211,0.0496894409938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bugatti,ace hood featuring future and rick ross,5.09243697479,0.593837535014,0.0,0.0,0.0140056022409,0.00560224089636,0.0,0.00560224089636,0.00280112044818,0.0,0.0,0.00280112044818,0.0140056022409,0.00840336134454,0.0,0.0,0.0,0.0,0.0,0.00280112044818,0.00560224089636,0.0,0.0,0.00280112044818,0.0,0.00280112044818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downtown,lady antebellum,5.02222222222,0.622222222222,0.0,0.0,0.0222222222222,0.037037037037,0.00740740740741,0.0296296296296,0.0148148148148,0.037037037037,0.0666666666667,0.0,0.0,0.0148148148148,0.0,0.00740740740741,0.0,0.0,0.00740740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00740740740741,0.0148148148148,0.0148148148148,0.0,0.0296296296296,0.0
get your shine on,florida georgia line,5.20118343195,0.437869822485,0.0,0.0,0.0,0.0,0.0,0.0177514792899,0.0,0.0118343195266,0.0118343195266,0.0118343195266,0.0591715976331,0.0,0.0473372781065,0.0,0.0118343195266,0.0,0.0,0.0,0.0,0.0,0.00591715976331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118343195266,0.0
brave,sara bareilles,4.30666666667,0.417777777778,0.0,0.0,0.0,0.0,0.137777777778,0.0,0.0,0.0,0.00888888888889,0.00444444444444,0.0,0.0,0.0,0.0355555555556,0.0,0.0,0.133333333333,0.0,0.0133333333333,0.0,0.0,0.128888888889,0.00444444444444,0.0,0.00444444444444,0.0266666666667,0.0,0.0,0.0,0.0,0.0,0.00888888888889
let her go,passenger,4.70089285714,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0133928571429,0.0669642857143,0.0,0.0491071428571,0.0,0.0401785714286,0.0,0.0714285714286,0.0,0.00446428571429,0.0,0.0,0.0,0.0446428571429,0.00892857142857,0.0133928571429,0.00892857142857,0.0,0.0,0.0,0.0,0.0,0.00892857142857,0.0,0.0,0.0
runnin outta moonlight,randy houser,4.93087557604,0.433179723502,0.0,0.0,0.0,0.00921658986175,0.0276497695853,0.0276497695853,0.00460829493088,0.0,0.0230414746544,0.0138248847926,0.00921658986175,0.00460829493088,0.036866359447,0.0184331797235,0.0276497695853,0.0,0.0276497695853,0.0,0.0,0.00921658986175,0.0,0.0,0.00921658986175,0.0,0.0,0.0,0.0,0.0,0.00460829493088,0.00921658986175,0.0138248847926,0.00460829493088
im different,2 chainz,4.85779816514,0.536697247706,0.0,0.0,0.0550458715596,0.0183486238532,0.0,0.0183486238532,0.0,0.0,0.0183486238532,0.0,0.0275229357798,0.0045871559633,0.0,0.0,0.0045871559633,0.0,0.0,0.0321100917431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00917431192661,0.0,0.0,0.0,0.0,0.0
still into you,paramore,4.43243243243,0.452702702703,0.0,0.0,0.135135135135,0.0,0.0,0.0202702702703,0.0,0.0,0.0202702702703,0.00675675675676,0.0,0.00675675675676,0.027027027027,0.0202702702703,0.0,0.027027027027,0.0,0.0202702702703,0.0,0.00675675675676,0.0202702702703,0.0,0.0202702702703,0.0202702702703,0.0,0.0,0.0,0.0337837837838,0.0,0.0,0.0,0.0
happy,pharrell williams,4.68493150685,0.263698630137,0.0,0.0,0.0890410958904,0.0650684931507,0.0205479452055,0.00342465753425,0.0,0.0205479452055,0.0102739726027,0.0102739726027,0.0,0.00342465753425,0.00342465753425,0.0,0.0,0.0,0.0205479452055,0.0102739726027,0.0,0.0,0.0,0.00342465753425,0.0,0.0205479452055,0.0,0.00342465753425,0.0,0.00342465753425,0.0,0.0,0.00342465753425,0.0
dark horse,katy perry featuring juicy j,4.87441860465,0.548837209302,0.0,0.0,0.0279069767442,0.0372093023256,0.0186046511628,0.0093023255814,0.0,0.0139534883721,0.0139534883721,0.0232558139535,0.0046511627907,0.0,0.0186046511628,0.0,0.0,0.0139534883721,0.0139534883721,0.0,0.0,0.0279069767442,0.0372093023256,0.0,0.0046511627907,0.0,0.0093023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all of me,john legend,5.27586206897,0.540229885057,0.0,0.0,0.0574712643678,0.0,0.0,0.00574712643678,0.0344827586207,0.00574712643678,0.00574712643678,0.0402298850575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051724137931,0.0344827586207,0.00574712643678,0.0,0.0114942528736,0.0,0.0,0.0,0.00574712643678,0.0,0.0,0.0,0.0
fancy,iggy azalea featuring charli xcx,4.69649805447,0.626459143969,0.0,0.0,0.0428015564202,0.0194552529183,0.0,0.011673151751,0.0,0.011673151751,0.011673151751,0.00389105058366,0.0155642023346,0.0,0.00389105058366,0.011673151751,0.00389105058366,0.00389105058366,0.0,0.011673151751,0.00778210116732,0.00389105058366,0.0,0.0,0.0,0.0233463035019,0.0,0.00389105058366,0.0,0.00778210116732,0.011673151751,0.00389105058366,0.0,0.00389105058366
talk dirty,jason derulo featuring 2 chainz,5.04639175258,0.525773195876,0.0,0.0,0.0154639175258,0.0,0.0,0.020618556701,0.0103092783505,0.020618556701,0.0360824742268,0.0,0.0257731958763,0.0,0.0,0.0,0.0154639175258,0.00515463917526,0.0,0.0154639175258,0.00515463917526,0.0,0.00515463917526,0.0,0.0,0.0,0.0,0.0,0.00515463917526,0.0,0.0,0.0,0.00515463917526,0.0
rude,magic,4.29310344828,0.409482758621,0.0,0.0,0.0258620689655,0.00431034482759,0.0129310344828,0.051724137931,0.0,0.0387931034483,0.0129310344828,0.00862068965517,0.0129310344828,0.00431034482759,0.0,0.0,0.0387931034483,0.0,0.0,0.00862068965517,0.0,0.00431034482759,0.0215517241379,0.00431034482759,0.0,0.00431034482759,0.0129310344828,0.051724137931,0.0,0.00431034482759,0.0129310344828,0.0,0.0,0.00431034482759
all about that bass,meghan trainor,4.58467741935,0.358870967742,0.0,0.0,0.0927419354839,0.0120967741935,0.0,0.00806451612903,0.0,0.0362903225806,0.00806451612903,0.0,0.0,0.0120967741935,0.0,0.0,0.0,0.00403225806452,0.0,0.00806451612903,0.0,0.0120967741935,0.00806451612903,0.00806451612903,0.0,0.0,0.0,0.00806451612903,0.00806451612903,0.0,0.0,0.00806451612903,0.0,0.0
problem,ariana grande featuring iggy azalea,4.63978494624,0.295698924731,0.0,0.0,0.00537634408602,0.00268817204301,0.00537634408602,0.0806451612903,0.0,0.00806451612903,0.00268817204301,0.010752688172,0.00268817204301,0.00268817204301,0.00806451612903,0.00806451612903,0.00268817204301,0.0,0.00268817204301,0.0,0.0188172043011,0.00537634408602,0.00268817204301,0.0,0.115591397849,0.00806451612903,0.00268817204301,0.00268817204301,0.00268817204301,0.00537634408602,0.00268817204301,0.0,0.0,0.0
stay with me,sam smith,4.66666666667,0.558823529412,0.0,0.0,0.0196078431373,0.0,0.0,0.0,0.0,0.00980392156863,0.00980392156863,0.0490196078431,0.0,0.00980392156863,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156863,0.0392156862745,0.0490196078431,0.0490196078431,0.0,0.0,0.0,0.0,0.0392156862745,0.0,0.0196078431373,0.0,0.0,0.0
timber,pitbull featuring kesha,5.15637860082,0.325102880658,0.0,0.0,0.0246913580247,0.0123456790123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00411522633745,0.0,0.0246913580247,0.0,0.0246913580247,0.0,0.0,0.0,0.0,0.00411522633745,0.0,0.0411522633745,0.0,0.0,0.0082304526749,0.0082304526749,0.0,0.0,0.0,0.0,0.00411522633745
pompeii,bastille,4.00574712644,0.281609195402,0.0,0.0,0.0,0.0402298850575,0.0344827586207,0.0,0.00574712643678,0.0,0.0,0.0172413793103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shake it off,taylor swift,4.42222222222,0.253968253968,0.0,0.0,0.0285714285714,0.00952380952381,0.0666666666667,0.00952380952381,0.0031746031746,0.00634920634921,0.0126984126984,0.0,0.0,0.00952380952381,0.0222222222222,0.0,0.0,0.00634920634921,0.0,0.0,0.0,0.0,0.0,0.00634920634921,0.0,0.00952380952381,0.0666666666667,0.0126984126984,0.0,0.0,0.0031746031746,0.0,0.0,0.0
am i wrong,nico  vinz,4.64921465969,0.329842931937,0.0,0.0,0.0157068062827,0.0,0.0104712041885,0.0,0.0314136125654,0.00523560209424,0.0366492146597,0.0,0.0,0.00523560209424,0.0,0.0157068062827,0.0,0.0,0.0104712041885,0.0732984293194,0.0,0.00523560209424,0.00523560209424,0.0418848167539,0.00523560209424,0.0418848167539,0.0,0.0,0.00523560209424,0.0,0.0,0.0157068062827,0.0,0.00523560209424
turn down for what,dj snake and lil jon,5.19047619048,0.190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the monster,eminem featuring rihanna,5.23297491039,0.73476702509,0.0,0.0,0.0430107526882,0.00358422939068,0.0,0.00358422939068,0.00716845878136,0.00716845878136,0.00716845878136,0.00358422939068,0.0179211469534,0.0,0.0,0.0,0.0,0.00358422939068,0.0,0.00716845878136,0.00358422939068,0.00358422939068,0.0250896057348,0.00358422939068,0.010752688172,0.00716845878136,0.0,0.00358422939068,0.00716845878136,0.0,0.00358422939068,0.0,0.00358422939068,0.010752688172
say something,a great big world and christina aguilera,5.27631578947,0.460526315789,0.0,0.0,0.144736842105,0.0,0.0,0.0,0.0526315789474,0.0131578947368,0.0,0.0263157894737,0.0263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131578947368,0.0131578947368,0.0,0.0,0.0263157894737,0.0,0.0,0.0657894736842,0.0,0.0,0.0,0.0,0.0,0.0
team,lorde,5.04812834225,0.513368983957,0.0,0.0,0.00534759358289,0.0106951871658,0.0,0.00534759358289,0.0,0.0534759358289,0.00534759358289,0.0106951871658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00534759358289,0.00534759358289,0.00534759358289,0.0160427807487,0.0,0.0,0.0,0.0,0.0,0.0,0.0160427807487,0.0,0.0,0.0
let it go,idina menzel,4.65697674419,0.651162790698,0.0,0.0,0.0174418604651,0.0232558139535,0.0,0.0,0.0,0.0116279069767,0.0232558139535,0.0,0.00581395348837,0.0813953488372,0.0,0.104651162791,0.0116279069767,0.00581395348837,0.0,0.0,0.0,0.0,0.0,0.0232558139535,0.0116279069767,0.0116279069767,0.0,0.00581395348837,0.0,0.00581395348837,0.0232558139535,0.00581395348837,0.0,0.0
story of my life,one direction,5.09090909091,0.465240641711,0.0,0.0,0.0,0.00534759358289,0.0,0.0,0.0,0.00534759358289,0.00534759358289,0.0160427807487,0.0,0.0,0.00534759358289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00534759358289,0.0,0.0106951871658,0.0,0.0,0.0,0.0213903743316,0.0,0.0106951871658,0.0160427807487,0.0106951871658
chandelier,sia,4.71122994652,0.48128342246,0.0,0.0,0.0695187165775,0.0320855614973,0.0427807486631,0.0106951871658,0.0,0.0,0.00534759358289,0.00534759358289,0.0106951871658,0.0,0.0,0.0,0.00534759358289,0.0,0.0,0.0,0.0,0.0,0.0,0.00534759358289,0.00534759358289,0.00534759358289,0.0427807486631,0.0,0.0,0.00534759358289,0.0,0.0,0.0,0.0
black widow,iggy azalea featuring rita ora,4.37051792829,0.505976095618,0.0,0.0,0.0478087649402,0.0239043824701,0.0836653386454,0.00796812749004,0.0,0.0,0.00398406374502,0.0637450199203,0.00398406374502,0.00796812749004,0.0119521912351,0.0,0.0,0.00398406374502,0.00796812749004,0.0,0.0119521912351,0.0,0.00398406374502,0.00398406374502,0.0,0.00398406374502,0.0756972111554,0.00398406374502,0.00796812749004,0.00796812749004,0.00796812749004,0.0,0.00398406374502,0.0
bang bang,jessie j ariana grande and nicki minaj,4.35023041475,0.571428571429,0.0,0.0,0.0,0.0138248847926,0.0,0.0138248847926,0.0138248847926,0.00921658986175,0.00921658986175,0.00921658986175,0.00921658986175,0.00921658986175,0.00460829493088,0.0230414746544,0.0138248847926,0.0,0.0,0.0138248847926,0.00921658986175,0.0,0.00460829493088,0.0138248847926,0.0,0.0,0.0,0.00460829493088,0.00460829493088,0.00460829493088,0.0,0.0,0.00921658986175,0.0
latch,disclosure featuring sam smith,4.4701986755,0.344370860927,0.0,0.0,0.046357615894,0.0,0.0264900662252,0.0662251655629,0.0,0.00662251655629,0.00662251655629,0.0397350993377,0.0,0.0728476821192,0.00662251655629,0.0794701986755,0.0,0.00662251655629,0.0264900662252,0.0,0.0,0.00662251655629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maps,maroon 5,5.125,0.339285714286,0.0,0.0,0.0297619047619,0.00595238095238,0.0,0.0,0.077380952381,0.0,0.0,0.0,0.0119047619048,0.0,0.00595238095238,0.0,0.0,0.0,0.0,0.0178571428571,0.0,0.0,0.00595238095238,0.0,0.0,0.0119047619048,0.0,0.0,0.0357142857143,0.0238095238095,0.0,0.0,0.0,0.0
loyal,chris brown featuring lil wayne and french montana too short or tyga,4.41449275362,0.414492753623,0.0,0.0,0.0115942028986,0.0,0.0115942028986,0.0144927536232,0.0289855072464,0.00869565217391,0.00869565217391,0.0,0.00579710144928,0.00289855072464,0.00579710144928,0.0260869565217,0.0173913043478,0.00579710144928,0.0115942028986,0.0405797101449,0.0260869565217,0.0,0.0,0.0202898550725,0.0,0.0144927536232,0.00579710144928,0.0,0.0492753623188,0.00289855072464,0.0,0.00579710144928,0.0,0.0
best day of my life,american authors,4.921875,0.453125,0.0,0.0,0.0,0.0,0.109375,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109375,0.0078125,0.0,0.0,0.03125,0.0,0.0,0.0
habits stay high,tove lo,4.42702702703,0.448648648649,0.0,0.0,0.0216216216216,0.0,0.0,0.0486486486486,0.0216216216216,0.00540540540541,0.0,0.0,0.00540540540541,0.0216216216216,0.0,0.0,0.0,0.0162162162162,0.0,0.00540540540541,0.0,0.0,0.0,0.0,0.0,0.0108108108108,0.0,0.0,0.0108108108108,0.0378378378378,0.0,0.0,0.0,0.00540540540541
summer,calvin harris,5.61363636364,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545,0.0,0.0,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boom clap,charli xcx,4.57594936709,0.373417721519,0.0,0.0,0.0,0.00632911392405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0506329113924,0.0,0.00632911392405,0.0,0.0506329113924,0.0,0.0,0.0,0.0126582278481,0.0,0.0,0.0,0.0,0.0,0.00632911392405,0.0,0.0,0.0,0.00632911392405,0.00632911392405,0.0
drunk in love,beyonce featuring jay z,5.01506024096,0.563253012048,0.0,0.0,0.0240963855422,0.00903614457831,0.0240963855422,0.00602409638554,0.00602409638554,0.00602409638554,0.00301204819277,0.0481927710843,0.00602409638554,0.0,0.0180722891566,0.0,0.0,0.0,0.00301204819277,0.0,0.0240963855422,0.0,0.0,0.00301204819277,0.0,0.0120481927711,0.00301204819277,0.0120481927711,0.00301204819277,0.00301204819277,0.00602409638554,0.0120481927711,0.00301204819277,0.0
anaconda,nicki minaj,4.70958083832,0.413173652695,0.0,0.0,0.00898203592814,0.0149700598802,0.0059880239521,0.0269461077844,0.0209580838323,0.0,0.0508982035928,0.00898203592814,0.0,0.00299401197605,0.0,0.0119760479042,0.0,0.00299401197605,0.0059880239521,0.00299401197605,0.0209580838323,0.0,0.00299401197605,0.00299401197605,0.00299401197605,0.0,0.0,0.0119760479042,0.00898203592814,0.0,0.0,0.0,0.0,0.0059880239521
break free,ariana grande featuring zedd,4.59602649007,0.397350993377,0.0,0.0,0.0397350993377,0.00662251655629,0.0132450331126,0.0,0.00662251655629,0.0,0.0529801324503,0.0,0.0,0.0,0.00662251655629,0.0,0.0,0.0,0.0132450331126,0.0,0.0596026490066,0.0,0.0397350993377,0.0,0.0,0.046357615894,0.0,0.0397350993377,0.0,0.00662251655629,0.0132450331126,0.00662251655629,0.00662251655629,0.0
bailando,enrique iglesias featuring descemer bueno and gente de zona,4.91692307692,0.289230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burn,ellie goulding,4.30357142857,0.232142857143,0.0,0.0,0.00357142857143,0.00357142857143,0.0607142857143,0.0357142857143,0.0,0.0178571428571,0.025,0.0214285714286,0.0,0.0,0.0,0.05,0.0,0.0,0.00357142857143,0.0142857142857,0.0,0.0,0.0178571428571,0.00714285714286,0.00357142857143,0.0,0.0571428571429,0.0,0.0,0.0,0.0,0.00357142857143,0.0,0.0
wiggle,jason derulo featuring snoop dogg,5.11467889908,0.559633027523,0.0,0.0,0.0,0.00917431192661,0.0045871559633,0.0137614678899,0.00917431192661,0.0183486238532,0.0,0.0045871559633,0.0,0.0183486238532,0.0137614678899,0.00917431192661,0.0045871559633,0.0229357798165,0.0045871559633,0.0045871559633,0.0,0.00917431192661,0.0,0.0,0.00917431192661,0.00917431192661,0.0,0.0045871559633,0.0,0.0,0.0,0.0,0.0183486238532,0.0
rather be,clean bandit featuring jess glynne,5.19879518072,0.373493975904,0.0,0.0,0.0,0.0,0.0,0.0,0.00602409638554,0.0180722891566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0240963855422,0.0,0.00602409638554,0.0,0.0,0.0,0.0,0.0,0.0180722891566,0.0,0.0,0.0,0.0,0.0,0.0,0.0301204819277,0.0
